Frame,Neck Angle,Left Knee Angle,Right Knee Angle
0,1.070824454786414,359.32596310201563,4.763641690726144
1,1.070824454786414,358.61964592655556,4.763641690726144
2,1.080924186660573,359.3097228021349,4.763641690726144
3,1.6211459136533315,358.6521127198014,5.440332031005616
4,1.6365770416166923,358.60281897270363,4.7078522443722095
5,2.1816414035513843,358.60281897270363,5.314545669944731
6,2.70062933739522,357.9047474353761,5.376705428050769
7,2.726310993906212,357.9545915111128,5.314545669944731
8,2.7524854002686805,358.61964592655556,5.314545669944731
9,3.2397002961021064,357.9047474353761,5.376705428050769
10,2.726310993906212,357.9545915111128,5.314545669944731
11,2.7524854002686805,357.92996934695884,5.376705428050769
12,3.270487923183572,357.92996934695884,5.376705428050769
13,3.270487923183572,357.9047474353761,5.314545669944731
14,2.70062933739522,357.17287542183885,5.253802751262233
15,2.70062933739522,357.17287542183885,5.376705428050769
16,2.70062933739522,357.9545915111128,4.653351587268408
17,2.626405638290647,356.63353933657015,3.945186229037511
18,2.6025622024999433,356.00908690157013,3.289242678491869
19,2.0638197284571205,355.3466484127316,2.602562202499803
20,2.0638197284571205,354.6854543300553,1.2730300200569502
21,2.0454084888871935,354.2256740973367,1.2590452071753222
22,1.0050860052541417,354.28940686250036,0.0
23,1.4688007143859483,354.9759247414604,359.39049342332527
24,0.9877603996398039,355.03025927188963,359.3969088056189
25,0.9710219310791971,354.35175262626484,358.7939512207798
26,0.0,354.4127560357957,0.0
27,0.0,354.4724598483439,0.0
28,359.5144541699926,355.13548556223947,0.0
29,359.0371363743638,354.5309050298881,0.60950657667471
30,359.05304855322674,355.08343399399007,0.60950657667471
31,359.0608090542646,355.6955310394919,1.2060487792202472
32,359.0684434019227,355.785821477266,0.603091194381107
33,359.0759546472276,355.785821477266,1.8087393224922639
34,359.541643542,356.3861192479964,1.789910608246076
35,359.0684434019227,357.04922089099364,3.503531644784471
36,359.5488614532124,357.5889702533887,2.3137224978242195
37,359.104826289789,357.6386253418243,2.8341110163064394
38,359.5592719272398,357.7320454640942,2.8063702517883358
39,358.6881122174961,358.89829388479393,3.301865674434948
40,359.1384742654328,359.4594898128697,3.2397002961021064
41,359.1384742654328,358.9190758133394,3.7084281571305997
42,359.1384742654328,358.423449944816,3.674499520829679
43,359.5755945806379,358.3788540863467,4.197668357160975
44,0.0,357.87890360333836,4.677417858881746
45,0.0,357.87890360333836,5.102165252358147
46,0.0,357.3493103165783,5.710593137499632
47,0.0,357.37359436170937,5.710593137499632
48,0.4092486080352296,357.39743779750006,6.170175095029585
49,0.4034847350580431,357.39743779750006,5.147884824136331
50,0.0,357.44384992142164,5.147884824136331
51,0.3924307093413489,357.46644111160543,4.594253331266444
52,0.3951370425070913,357.53188208617155,4.553767979158585
53,0.38976119531891146,356.60507645788175,4.5139884580012835
54,0.7742201649275633,357.1375947738882,3.4533162505310426
55,0.7489217828238174,356.68905848538867,3.366460663429831
56,0.744059202888511,355.81508387488157,1.3971810272963687
57,1.101706115206064,356.3086140135487,0.4511385467876194
58,1.4594493549921708,355.9464457681686,359.1185960034179
59,1.0946905918529404,355.08821182749404,358.698047327421
60,1.0809241866602362,355.16341655426464,358.72696997994336
61,0.7206636225178015,355.16341655426464,358.7363274483417
62,0.6944602875504033,354.7261040426482,358.70783311375027
63,0.3493601795034558,354.84441568259376,359.1512357284462
64,0.3472428970853889,354.84441568259376,0.42757250683324377
65,0.0,355.76360520094113,0.8363753254223716
66,0.0,355.76360520094113,1.6723943610892977
67,0.33311124392201574,356.1859251657098,1.254451622681721
68,0.0,356.24144431452817,1.2188752351313326
69,359.67071753615505,356.68221883166507,1.6022613462709736
70,359.35625428582523,357.1375947738881,1.974934010881775
71,359.3634064240365,357.2169792461434,1.548157698977982
72,359.04515874612764,358.0113621435259,1.5074357587746403
73,359.0556495964203,358.451842301022,1.8840502310916725
74,358.1523897340053,359.6180337952713,2.935673446421099
75,358.4845920999777,359.2461516669291,4.033411072770175
76,358.1912606775077,359.25594079711146,4.343239951689415
77,358.228530259966,359.25594079711146,4.316027519865585
78,358.82486676276056,358.9122361596159,4.587978124072547
79,359.4153694792951,358.23217294414405,4.532261708701464
80,359.1491351352694,358.2100893917539,4.909062138655491
81,358.859935966214,357.91743472026906,5.132554439872979
82,359.16968451374214,358.2952716809926,5.102165252358218
83,359.19307054489735,358.31531568210374,4.792034046931953
84,359.20427644726027,358.33489394189615,4.879273783006684
85,359.4791436254979,358.02506598911805,4.477879573849683
86,359.47436539354163,356.78451600825184,3.366460663429831
87,359.74191264866306,356.80244222614925,3.3274042417265064
88,359.74191264866306,356.8721938787139,1.9305874411667574
89,0.0,356.63353933657015,0.0
90,0.5025816667212812,356.1265102756554,357.9545915111128
91,0.5047955685563511,355.3567274168811,357.2208331359278
92,0.7605187771309286,355.4260787400991,356.5236872507989
93,0.25019832019848426,354.90788487550105,356.790513682208
94,0.0,354.65291839970064,356.9727548177199
95,0.0,353.8746280598003,357.2208331359278
96,359.52054860120285,353.8746280598003,357.7652011412611
97,359.52254622269146,353.74966042221945,358.10884529831463
98,359.29557918861957,353.80816571515794,358.9291755452136
99,359.08334574361515,354.36931724236473,0.5329686226541537
100,358.63064055909285,354.5852979290444,1.041626676010165
101,358.8766972859247,354.28940686250036,1.5275254422126934
102,358.6414614619398,354.92629526993704,2.2906100426385936
103,358.6573759734622,354.92629526993704,2.3008250148093525
104,358.4518423010222,356.09950625761815,2.280485324681796
105,358.45779387257124,356.6182726757236,3.012787504183286
106,358.469560817985,357.9545915111128,2.9996553064958738
107,358.70783311375027,358.9860212772147,3.5291902993670483
108,358.92717072420857,358.9904872173835,3.764034864905643
109,359.1480809350946,358.4991439127068,3.483271468997647
110,359.36340642403707,357.7591345007864,3.731396999160499
111,359.35865612105766,357.27368900609366,3.4533162505310426
112,359.37269901277404,357.797401838234,2.910837826167747
113,359.37040139159046,358.286534682634,2.6573906829055205
114,359.587807258597,358.99930212214133,3.6834863891604877
115,359.5802582086649,358.5374467809024,3.1134387480572316
116,0.0,357.5838897143187,3.1663265190035896
117,359.79315692922376,357.8252558853898,2.910837826167747
118,359.7953730860343,357.81604977232377,2.935673446421223
119,359.7939009626167,357.56335175319003,2.3959154503216675
120,359.38172422048353,357.34260931709446,2.6462410806502406
121,359.37949235216587,357.5838897143187,2.6686345693441265
122,359.59508957121466,357.07679706802185,2.4263358316023638
123,0.20245774221916688,357.07679706802185,2.1747441146101725
124,359.587807258597,357.11358145613536,2.1475854282984184
125,0.2068430707762717,357.17287542183874,2.613346275309346
126,0.4107153987645763,357.1494523439824,1.9251837083233283
127,0.20317567146400423,357.38665372469063,2.156562674714738
128,0.20389871046437838,357.1375947738882,2.3959154503216675
129,0.0,357.1494523439824,2.624220027782115
130,0.4063462333088663,357.16121215899454,2.624220027782115
131,359.7989630021646,357.3757799722179,2.6462410806502406
132,359.7989630021646,357.1375947738882,2.8743617742506147
133,359.597930954295,357.3537589193498,3.126494524831961
134,359.59365376669115,357.3757799722179,3.0876512849849242
135,359.59651526494196,357.38665372469063,3.1134387480572316
136,359.1902195830889,357.3648154175485,2.8624052261117785
137,359.39264699519055,357.3648154175485,2.850547656017618
138,359.1873484057459,357.6337520085443,2.827124578161285
139,358.98422381895466,357.6040845496783,3.3109415146113457
140,358.78970583107883,357.3537589193498,2.83878784100543
141,358.7939512207798,357.5940294833548,2.850547656017618
142,358.9984275643442,357.34260931709446,2.8624052261117785
143,359.19307054489735,357.6040845496783,2.850547656017618
144,359.1873484057459,357.8613174223338,3.0876512849849242
145,359.1902195830889,357.85241457170156,3.0876512849849242
146,359.59508957121466,357.62394478199366,2.624220027782115
147,359.59508957121466,357.87014679773466,2.624220027782115
148,359.59365376669115,357.8789036033387,2.376055218006325
149,359.39264699519055,357.88758872977087,2.613346275309346
150,359.59220774343316,358.12978190425156,2.850547656017618
151,359.59220774343316,357.88758872977087,2.613346275309346
152,359.38614013689016,358.12212255271464,2.850547656017618
153,359.5907513919648,357.8962030531488,2.850547656017618
154,359.59365376669115,357.88758872977087,2.850547656017618
155,359.59365376669115,357.88758872977087,2.8624052261117785
156,359.3883245252858,357.88758872977087,2.850547656017618
157,359.59220774343316,357.8962030531488,2.83878784100543
158,359.7961012895356,357.88758872977087,2.850547656017618
159,359.796824328536,357.88758872977087,2.83878784100543
160,359.59220774343316,357.88758872977087,2.850547656017618
161,359.796824328536,357.88758872977087,2.850547656017618
162,359.796824328536,357.88758872977087,2.850547656017618
163,359.7961012895356,357.8789036033387,2.602562202499803
164,0.20462691396570418,358.34314605247755,2.8624052261117785
165,0.0,358.33627499570827,2.8864185438646563
166,359.5993367442077,358.0908475670036,2.910837826167747
167,359.7996659229918,358.08286543003754,2.9232029319781465
168,359.6034957448663,358.04193257076605,2.4575381481769925
169,359.4093427853536,357.99921438333126,2.468117913828479
170,359.8010571206389,358.0335354317041,2.691410015778251
171,0.19894287936105964,358.050258327893,2.8864185438646563
172,0.19825450119929788,358.02506598911805,3.1663265190035896
173,0.0,358.50566640873336,3.66778805553146
174,0.0,358.77066551352186,3.4093360204902363
175,359.6102388046811,359.0036521034946,3.945186229037603
176,359.60756929065866,359.0206803456604,3.89497816870681
177,359.6167563543657,0.0,4.208984924170192
178,359.43273359014216,0.25240268228880564,3.9622106764680134
179,358.8580426732113,0.7571688650583556,4.172984476079581
180,358.4673682096421,1.2562850289562164,4.398705354995592
181,358.26429541107166,2.0363254547984346,4.622370241684262
182,358.0780440410685,2.7500851749124413,4.622370241684262
183,358.0844671906921,3.5447664555948037,4.38006045506373
184,358.26429541107166,4.635463426902617,3.9283072253975817
185,358.0585136090855,6.512423029287849,3.8785245028476374
186,357.6862775021759,8.583621480113967,3.699319492287207
187,358.49750438429885,9.508085600460914,2.774277311300882
188,358.0908475670036,10.37971024956773,3.2210402155005653
189,358.4825858749877,9.829892334637426,3.468229258917096
190,0.3884400114802694,8.704957106398904,2.9232029319781465
191,0.9580341086760137,8.397302586689715,3.7805685343011057
192,0.951669608178586,6.369439206112293,4.958450919485412
193,1.7241015555690158,2.3008250148093525,5.285446749382568
194,0.9877603996394347,4.049581703271442,7.561428427667019
195,0.9776487850298792,6.035282396612242,8.803305640729379
196,0.3951370425070913,5.836628524869442,10.784297867562596
197,359.79754225778083,8.380613222927611,10.680333865609976
198,358.7635923971438,9.090276920822312,11.500599921652466
199,358.33971763101687,9.84372339069437,11.64781436729664
200,358.1118119932591,10.936848950206477,11.161626214608399
201,359.3680868781794,8.888942478424491,8.919843783662282
202,358.95457260893676,8.017093073655333,7.376726006945311
203,359.15436724428014,8.092082598944652,5.862503818694431
204,359.15436724428014,6.694229131893149,3.764034864905643
205,358.54187684410255,6.191834284842039,3.3363367022131785
206,358.54715763062353,6.037682521422836,2.590801985195052
207,358.7455483773183,5.050228424832821,1.2787113070498546
208,358.7546357332317,4.295840511271424,0.7742201649280341
209,359.37269901277404,3.760510705756924,0.5092824049782878
210,0.0,3.2245226065197774,359.2326916849103
211,0.6342447144260501,3.460183228986461,358.47923033885604
212,0.6342447144260501,3.7084281571305997,357.72955032933476
213,0.8487642715538348,3.9361661126898912,357.00034469350413
214,0.8582995300311321,3.3363367022131785,357.02626891751993
215,0.8615257345671813,3.608468852566308,356.54668374946897
216,1.5246227734118305,3.0802101366458627,356.28471089457116
217,1.3118877825039117,2.823960289242239,356.34777721969374
218,0.8647762822909135,2.8494745606772547,356.7928145327213
219,0.6610758115854785,3.351331067923864,356.8065507267167
220,0.2203672961241745,3.5763343749973706,357.0643265535788
221,0.0,3.7476449747660183,357.0643265535788
222,359.7744272303659,3.7476449747660183,357.28542273099896
223,359.54528113830685,3.99670347531892,357.797401838234
224,359.3152224929906,4.245610784102881,358.286534682634
225,359.54528113830685,4.264163349152686,358.4925642412251
226,359.5488614532124,4.614766577888509,358.7326010147669
227,359.77173116984676,4.30175827405911,359.225779835072
228,359.541643542,4.635463426902617,0.0
229,0.46205272143111403,4.438716367704662,359.7245416438642
230,0.7015459123449549,4.785695492374966,359.15747573925944
231,0.9391909457354006,4.853096386992365,359.42127443439205
232,1.8933858457463615,4.563229754237853,358.83086067209285
233,1.4320961841645452,4.694914279250964,359.70313333267416
234,1.7134653173660226,4.6281375377322815,359.1094637466393
235,2.250640897037615,4.12476660614237,358.77460869762587
236,2.5004105643768897,2.7524854002686805,358.1323211605661
237,2.3008250148093525,2.489552921999274,358.12212255271464
238,2.0731501488463495,1.9652605719205554,358.12212255271464
239,1.5765500551839686,0.8508648647305994,357.4968602204153
240,1.5911402711945817,1.7534048600716274,357.41212149259485
241,1.606002989282307,1.4995470379774303,356.4236656250025
242,1.6211459136533315,1.212428089944885,356.4834525036645
243,1.377037193772962,1.2319774026399297,357.1054873076425
244,1.6602823689829087,0.643745714174742,357.70938995736157
245,1.6929784376291697,0.9655677874010392,357.4266405368232
246,1.3971810272963687,1.340007780899723,357.70938995736157
247,1.7098140441416,0.6820603931730336,357.0390638658362
248,1.4320961841650541,1.4320961841645452,356.2977871468005
249,1.1573330681298033,2.245742565894887,355.9384773226894
250,0.872457122901825,2.67186459327269,355.49509313639294
251,0.8769077414303856,2.70791748586623,355.46773829129853
252,0.2893701634395577,3.652222780306385,356.0914557055405
253,359.70313333267416,4.000185760513113,356.7805051031471
254,359.70002483769633,4.028263666485285,357.1196224471524
255,0.30476191042151834,3.2473427903229837,357.10142320071833
256,0.0,2.7830207538565626,357.10142320071833
257,0.0,2.802451519866887,357.4307589798518
258,0.0,3.270487923183572,358.12825503471123
259,359.67445930134113,4.05673786129496,358.85423716182487
260,359.3376505526276,4.934164340560058,359.6048629574929
261,359.6725991091567,5.005832552951165,0.8363753254223716
262,0.0,4.692862505589924,1.7226620716229253
263,0.33505921860856147,4.763641690726144,2.642545294064586
264,0.0,5.2338616472164805,2.748088180053839
265,0.33505921860856147,5.754565331102185,1.9251837083233283
266,0.3410422788588977,5.355825042855143,0.9877603996398039
267,0.6902771978650802,5.4403320310054815,0.5025816667212812
268,1.0479766460067048,5.4403320310054815,359.49741833327874
269,0.7117122060352985,5.572197803963753,359.49741833327874
270,1.0809241866602362,5.069420132612524,357.5104470780009
271,1.101706115206064,5.069420132612524,357.55295135767636
272,1.1088121277599623,4.151285266421729,356.57612875506936
273,1.5074357587746403,4.184916125118406,356.51672853100234
274,1.9091524329963898,4.289153328819095,355.4860115419987
275,0.7794863211186394,4.3250604347384805,355.0302592718897
276,1.1691393279074445,3.0393995689268887,354.89783474764187
277,1.1852608186225666,2.0454084888871935,355.40574666873357
278,1.2018330644521886,1.060911690264151,355.87770218821635
279,2.0166238746230296,0.0,355.3645365730974
280,1.613538932881092,0.0,355.87770218821635
281,2.0601110237229676,0.603091194381107,355.802331642839
282,1.660282368983128,0.5968094512291737,355.27986306895644
283,1.254451622681721,1.2060487792202472,354.7099187946288
284,0.842524260740113,1.181188913326966,355.2363583092738
285,0.42440541936205695,1.735704588928346,355.2363583092738
286,0.42757250683324377,1.169139327907133,355.10090754621217
287,0.43405063213914996,2.3137224978242195,356.18592516570965
288,0.0,1.735704588928346,356.63353933657015
289,0.0,1.6846843178962798,357.24751459973135
290,359.5488614532124,1.735704588928346,357.2208331359278
291,0.0,2.3613746581757176,357.7542574341048
292,359.5341909172346,3.613880752003559,358.26429541107166
293,359.0684434019227,2.9814612199820862,358.80651057601824
294,358.5913712646617,3.6522227803062854,0.6160599083994193
295,358.12212255271464,4.258846122170467,1.9091524329963898
296,357.6531257075127,4.864514437760529,1.9305874411667574
297,358.10661415425363,4.9165660060099095,0.6585431775640246
298,359.04515874612764,5.024075258539616,0.6740368979843718
299,359.04515874612764,5.024075258539616,0.6902771978650802
300,359.52254622269146,5.079607860014615,0.6820603931730336
301,359.5144541699926,5.1363784924277125,0.6820603931730336
302,359.5144541699926,4.4971516146677475,0.0
303,359.5144541699926,5.253802751262233,359.341456822436
304,0.0,3.900493742381876,358.69804732742125
305,0.0,4.548042409125388,358.0021201435234
306,0.49821161261388214,3.900493742381876,357.33699923393283
307,0.5070290609149195,3.289242678491869,357.30571571014394
308,0.5161642297642387,2.663000766067174,356.63353933657015
309,1.041626676010165,2.0213649403560074,357.30571571014394
310,1.5622249168425166,1.3639275316029233,357.2736890060938
311,1.5765500551839686,0.7073193685446075,356.59355624500535
312,2.121096396661619,0.0,356.59355624500535
313,2.1409013663231042,0.0,357.30571571014394
314,2.70062933739522,0.0,356.63353933657015
315,2.1610794882264934,359.2461516669291,355.962289379023
316,2.1816414035513843,359.2461516669291,355.962289379023
317,2.1610794882264934,0.0,355.9143832200251
318,2.1816414035513843,0.7538483330708753,356.59355624500535
319,1.6365770416166923,0.7252242990591836,355.86532862626353
320,2.2025981617658013,2.1747441146101725,357.2736890060938
321,2.2025981617658013,2.1747441146101725,357.2408923413798
322,2.1610794882264934,2.1475854282984184,357.2736890060938
323,1.6365770416166923,2.202598161765636,357.9545915111128
324,1.101706115206064,2.935673446421099,357.9545915111128
325,1.101706115206064,2.8624052261119055,357.9545915111128
326,0.5509039792188584,2.8624052261119055,358.61964592655556
327,0.5509039792188584,2.935673446421099,359.28384005452983
328,1.0912162252627395,2.898576799281686,0.0
329,0.5509039792188584,2.898576799281686,0.0
330,1.0912162252627395,2.935673446421099,0.0
331,1.101706115206064,2.898576799281686,0.0
332,1.6365770416166923,2.898576799281686,359.27477570094084
333,1.6365770416166923,2.202598161765636,359.28384005452983
334,1.6365770416166923,2.935673446421099,0.0
335,2.2025981617658013,2.935673446421099,0.0
336,2.2239612403854863,2.202598161765636,0.0
337,2.245742565895211,2.898576799281686,359.3097228021349
338,2.245742565895211,2.898576799281686,358.60281897270363
339,2.8341110163064394,2.935673446421099,358.60281897270363
340,2.862405226111651,2.1747441146101725,358.61964592655556
341,2.8341110163064394,2.121096396661448,358.6521127198014
342,3.468229258917201,2.1475854282984184,359.32596310201563
343,3.399714159123195,2.1747441146101725,359.31793960682694
344,3.366460663429831,2.1475854282984184,359.31793960682694
345,3.399714159123195,2.0952525646238915,0.0
346,3.399714159123195,2.7591076586202257,0.0
347,2.8341110163064394,2.7927023657133487,1.3478872801985966
348,2.8341110163064394,2.7927023657133487,2.6324348689865307
349,2.8063702517883358,3.4473868518651964,3.289242678491869
350,1.6846843178962798,4.134671373736451,3.945186229037511
351,1.1123996162975505,4.820766078092687,6.04409216224114
352,359.44909602078116,5.572197803963753,8.226722464108196
353,358.89829388479393,5.640549432156762,11.853004167744043
354,357.7760387596145,6.263490614334505,15.018360631150646
355,358.34769532234856,5.505477857978336,17.592424562181627
356,358.3788540863467,5.572197803963753,16.31385242626054
357,359.44909602078116,4.879273783006684,15.312818360806306
358,359.45434240658415,1.3803540734444093,14.364582449697199
359,359.44909602078116,356.5526131481348,13.360218444764461
360,1.101706115206064,355.9143832200251,8.130102354156005
361,1.6211459136533315,355.86532862626353,6.869992308214316
362,1.606002989282307,359.29268063145537,5.572197803963753
363,2.626405638290647,1.5074357587746403,4.289153328819095
364,3.1221304621157002,3.764034864905643,2.898576799281686
365,4.159642293712694,3.052882514792463,0.7252242990591836
366,3.608468852566308,5.403791360249727,0.7345210342544469
367,3.0664855011259387,3.8140748342902824,0.7161599454701504
368,3.608468852566308,4.5139884580012835,0.7161599454701504
369,3.608468852566308,3.8140748342902824,359.28384005452983
370,4.085616779974888,3.6214847041172984,358.5855767885982
371,3.1221304621157002,4.236394799058849,358.60281897270363
372,3.094058058917113,6.340191745909907,358.60281897270363
373,2.626405638290647,8.426969021480636,357.87890360333853
374,2.082565279730795,10.366322603450476,357.17287542183885
375,2.1016543276712207,11.996899307923599,357.17287542183885
376,1.5622249168425166,13.706961004079783,356.46770541610914
377,1.548157698977982,14.036243467926482,355.65676004831056
378,2.6025622024999433,13.201087175705565,353.6598082540901
379,3.094058058917113,12.528807709151492,352.1709234899404
380,3.1221304621157002,12.89374404488216,352.2664019009772
381,3.094058058917113,12.89374404488216,352.87498365109826
